question,subject,choices,answer,a,а,<|end|>,b,an,ai,d,c,с,e,б,​,​​,д,,constant,...,co,i,bb,‌,**,many,much,the,to,units,labor,this,any,we,aa,­d,p,­a,sub,com,bi,none,n,not,no,ɑ,air,parallel,à,op,opportunity,t,﻿,ci,reg,cc,bd,s,ch,factors,f,solution,ap,option,horizontal,h,ind,{',20
"If Matt's total utility from consuming bratwurst increased at a constant rate, no matter how many bratwurst Matt consumed, what would Matt's demand curve for bratwurst look like?",high_school_microeconomics,['Vertical' 'Horizontal' 'Downward sloping' 'Upward sloping'],1,4.277787864705605e-11,,2.594609495690588e-11,0.9999999996984698,,,6.224144616704582e-11,9.056076980647264e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.060347218322515e-11,2.940077736354288e-11,,,
Which of the following causes the supply curve of paper to shift to the left?,high_school_microeconomics,"['Paper producers expect lower paper prices in the months ahead.'
 'The price of pencils, a complement to paper, increases.'
 'Improvements in the technology used to produce paper.'
 'Environmental concerns reduce the yearly amount of timber that can be harvested.']",3,1.081594155132745e-11,,1.1628233023815255e-10,3.331544540331144e-11,,,0.9999999996889942,1.1628233023815255e-10,,,,2.289734844384193e-11,3.978962533645325e-12,7.433680668257151e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When opportunity cost is constant across all production levels, the productions possibilities frontier is",high_school_microeconomics,"['concave to the origin.' 'convex to the origin.' 'undefined.'
 'a straight diagonal line sloping downward from left to right.']",3,3.7751345432601534e-11,,1.573710210261531e-11,1.3887943861215534e-11,,,0.9999999998949508,3.331544541267197e-11,,,,2.1297851703809362e-12,3.47677871555677e-13,1.879528816031781e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is likely to have a demand curve that is the least elastic?,high_school_microeconomics,"[""Demand for the perfectly competitive firm's output""
 ""Demand for the oligopoly firm's output with a homogenous product""
 ""Demand for the oligopoly firm's output with a differentiated product""
 ""Demand for the monopoly firm's output""]",3,6.691586080970196e-10,,1.5737102082586507e-11,2.461696948017918e-10,,,0.999999998545566,5.211412479849302e-10,,1.4637785118678527e-12,,4.752193055440317e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.882350788998011e-13,,,,,,,,,,,,,,,,,
A demand curve slopes downward for an individual as the result of,high_school_microeconomics,"['diminishing marginal utility' 'diminishing marginal returns'
 'the Fisher effect' 'diminishing returns to scale']",0,0.9999999999886582,1.0815941557131511e-11,1.0603575991372692e-13,2.543665647340663e-13,2.0879679116161696e-14,,1.0603575991372692e-13,2.6810038677435856e-14,,,,,,,,,,,,,,,,,,,,,,,,1.1176086870734837e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In order to find the market supply curve for a particular good, one would",high_school_microeconomics,"['aggregate the firm marginal revenue curves horizontally'
 'aggregate the firm supply curves vertically'
 'aggregate the firm marginal cost curves vertically'
 'aggregate the firm supply curves horizontally']",3,3.5817479281395745e-10,,1.573710209744455e-11,1.3176514262209579e-10,,,0.9999999994374804,5.492788347667356e-11,,,,1.006039278681222e-12,5.384940214531253e-13,3.7010116763776886e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ability for firms to enter and exit a market over time means that,high_school_microeconomics,"['the marginal cost is zero' 'the marginal revenue is zero'
 'the long run supply curve is more elastic'
 'the long run supply curve is more inelastic']",2,1.3615261080567705e-13,,3.701011678503286e-13,4.193795658278257e-13,,,4.752193062656378e-13,0.999999999980715,1.7832472907715702e-11,,,3.900837610086503e-14,1.2664165548788314e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If one person has the only original signed copy of The Wealth of Nations by Adam Smith, which of the following would illustrate this situation?",high_school_microeconomics,"['A downward sloping demand curve.' 'An upward sloping supply curve.'
 'An invisible hand.' 'A perfectly vertical supply curve.']",3,9.545034920873536e-12,,7.052879849658664e-11,1.7832472904471377e-11,,,0.9999999998195467,7.991959891306906e-11,,3.476778715778672e-13,,1.1399918528094197e-12,,1.1399918528094197e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land refers to,high_school_microeconomics,"['all productive resources.' 'all natural resources.' 'farmland only.'
 'real estate.']",1,1.3887943862370454e-11,,2.2897348452179462e-11,0.9999999999536207,,,3.978962535094171e-12,1.0060392790954395e-12,,,3.0988191381431227e-12,1.1399918528314624e-12,3.70101167790151e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The basis for the answer in number 1 is,high_school_microeconomics,"['P or wage rate of labor > MRP of labor and with one additional unit of labor, wage rate < MRP.'
 'P or wage rate of labor < MRP of labor and with one additional unit of labor WI, > MRP.'
 'total revenue is at a maximum.' 'total output is at a maximum.']",1,5.422210418411647e-06,,1.026179754339616e-10,0.999993163026236,,,1.0676965367990713e-06,3.466303150617836e-07,,1.9171561776437786e-10,7.991895962517148e-11,,,,,,,,,,,,,,,,,,,,,,,6.224094833833553e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the same period there is a drought affecting the supply of pineapples and a discovery that may assist in the avoidance of cancer. How will this combination of events affect the equilibrium price and quantity of pineapples?Equilibrium Quantity,high_school_microeconomics,"['Increases         Decreases' 'Increases         Indeterminate'
 'Indeterminate         Increases' 'Decreases         Indeterminate']",1,2.215842832953952e-08,,1.09231907580247e-10,4.539775509710848e-05,,,0.9999525844945072,1.9946381523533612e-06,,5.211162860227029e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3175883112525086e-10,1.9170796808736945e-10,,
"With respect to the kinked demand curve, which of the following is NOT correct?",high_school_microeconomics,"['There is no price leader.'
 'There are relatively equal shares of the market.'
 'Price is greater than marginal costs.'
 'The demand curve is of one continuous function.']",3,2.940077737527699e-11,,1.026187962557015e-10,4.8473687033738265e-11,,,0.9999999997102788,1.026187962557015e-10,,,,2.7346982899578213e-12,,2.7346982899578213e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1399918523631806e-12,
Suppose that there are only two goods: x and y. Which of the following is NOT correct?,high_school_microeconomics,"['One can have comparative advantage in producing both goods.'
 'One can have both an absolute advantage and a comparative advantage in producing x.'
 'One can have absolute advantage and no comparative advantage in producing x.'
 'One can have comparative advantage and no absolute advantage in producing x.']",0,0.9999999996265868,3.581747926880673e-10,6.560200161921868e-12,6.560200161921868e-12,,6.914400100371817e-13,,5.384940212638572e-13,,,,,,,,,,,,,,,,,,,,,,,,8.878265470025684e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The total utility from sardines is maximized when they are purchased until,high_school_microeconomics,"['marginal utility is zero' 'marginal benefit equals marginal cost'
 'consumer surplus is zero' 'distributive efficiency is achieved']",0,0.999999999955122,3.775134543721016e-11,8.878265477147175e-13,5.109089027308043e-12,1.3615261078883778e-13,,,8.878265477147175e-13,,,,,,,,,,,,,,,,,,,,,,,,1.0603575989956308e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assume a firm hires labor for $15 each and sells its products for $3 each. If the MP of the 3rd worker is 10, which of the following statements would be the most true?",high_school_microeconomics,"['The firm should hire more labor so that the MRPL will increase.'
 'The firm should hire more labor so that the MRPL will decrease.'
 'The firm should hire less labor so that the MRPL will increase.'
 'The firm should hire less labor so that the MRPL will decrease.']",1,0.014063622155382009,,,0.9859361250845511,,,2.3488636328136065e-07,1.7015111086760658e-08,,5.469498496448665e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1164263031680563e-10,,,,,,,,
The demand curve for labor is derived from,high_school_microeconomics,"['the market labor demand curve'
 'the demand curve for the output produced by labor'
 'the labor supply curve for the firm'
 'the equilibrium wage in the labor market']",1,9.545034920053965e-12,,2.2897348449770673e-11,0.9999999999455019,,,9.545034920053965e-12,2.7346982907934825e-12,,,5.789356327040455e-12,3.0988191378171287e-12,8.878265475867659e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,5.905303939777427e-10,,4.058652085811115e-10,6.691586024248226e-10,,,0.9999999910091742,7.194132958245694e-09,,,,7.052879780447719e-11,1.78324727294787e-11,4.277787826108848e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,5.492788340012979e-11,,3.7751345367589816e-11,0.9999999998304593,,,1.0815941535740199e-11,2.020683904996989e-11,,,1.7832472872623873e-11,2.2897348410843718e-11,5.109089017885954e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,3.331544541704632e-11,,1.2256067442400688e-11,3.775134543755832e-11,,,0.9999999999057031,8.423463753301083e-12,,,,7.835041783978387e-13,,1.2917800046069444e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.752193062112459e-13,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,0.9999999999865556,1.2256067443874987e-11,1.139991853023474e-12,2.6810038677326952e-14,,7.681204685061397e-15,,,,,,6.7786393426849656e-15,,,,,,,,,,,,,,,,,,,,6.7786393426849656e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,1.8795288162005563e-12,,6.224144621786736e-11,4.508755241482741e-12,,,0.9999999999125666,8.423463752951475e-12,,,,5.109089027143114e-12,1.2917800045533304e-12,3.978962535120578e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,1.713908431516643e-15,,1.201542573159393e-13,2.5436656473392705e-13,,,8.258073285433681e-14,0.9999999999856354,1.3887943864758446e-11,,,1.4350379601125838e-14,3.2020024985899694e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,,,8.878265477914643e-13,1.0060392792215587e-12,,,4.5087552420180435e-12,0.9999999999505709,4.2777878687063955e-11,,,1.5428112030971782e-13,4.4202281033698254e-14,,,,5.0087746375360295e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,1.7482341281534325e-13,,3.511422113140257e-12,1.4637785140274233e-12,,,2.7346982914078794e-12,0.9999999999432508,4.8473687059441164e-11,,,3.266131342567696e-13,6.431393941019285e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,4.139937510327348e-08,,4.8473684621912443e-11,1.4166087153128532e-09,,,0.9999999499192843,7.194132668080012e-09,,,,,,1.87952872189938e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4133626503134296e-12,,,,,,,,,,,,,,,,,1.7832472010229885e-11
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,5.109089027184259e-12,,5.109089027184259e-12,0.9999999999790332,,,4.508755241519052e-12,2.4133627714179724e-12,,,1.8795288162156928e-12,1.6586783586288402e-12,2.882350792948452e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,,,1.3887943862181736e-11,2.1297851705291078e-12,,,0.9999999998996546,7.991959891352838e-11,,,,2.73469829104401e-12,7.835041783494731e-13,6.914400105554984e-13,,,,,,,,1.981008797652108e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,0.9999999999732097,2.59460949818277e-11,6.101936677384971e-13,1.3615261080404864e-13,6.431393941219749e-14,,,,,,,2.087967911570533e-14,,,,,,,,,,,,,,,,,,,,1.2664165548636848e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,1.3887943851494798e-11,,3.775134540617784e-11,0.9999999999153129,,,3.511422109970959e-12,6.560200161791369e-12,,,5.109089023108275e-12,1.3887943851494798e-11,3.978962531978243e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
