question,subject,choices,answer,b,c,d,a,bc,bcd,e,bd,ab,f,ad,g,2,1,cd,abcd,dd,dc,db,ac,da,3,abc,4,band,i,ba,cb,'},bs,choice,bb,h,cc,option,ca,none,iii,ii,mr,abd,aa,k,all,reg
The demand curve for labor is derived from,high_school_microeconomics,"['the market labor demand curve'
 'the demand curve for the output produced by labor'
 'the labor supply curve for the firm'
 'the equilibrium wage in the labor market']",1,0.8688863806501147,0.0180331601742933,0.049019211611473,0.0629419136151262,0.0002572292148445,4.7582620259005405e-05,4.7582620259005405e-05,0.0001376848769945,0.0001215064774804,,5.065143560650394e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,0.0002602876624452,0.0027983574254826,0.9962914234593624,0.0005510292484718,,,6.936431251956559e-06,7.383792632372427e-06,,,,,,,5.750503484128516e-06,,,,,,,4.207158223300539e-06,,1.3794740735947617e-05,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the studentâs opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,0.5320589521992092,0.2513226555895413,0.0436733289402326,0.1727313667039677,5.7944918195705455e-05,,1.881196066311351e-05,,1.2929258876795424e-05,,,,,,,,,,,6.920533576085354e-06,,,5.389716968327223e-06,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,0.0027765407162099,0.0019082866663777,0.9885213675594764,0.0066605749268098,,,3.283387012359524e-05,5.035237064194635e-06,,5.359981954173019e-06,1.2078905792563932e-05,,,,,,,,,,,,,6.465372369474077e-06,,,,,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,0.5273079892091829,0.0916323832360886,0.0180434903878737,0.3624131060027919,7.373958600558036e-05,,9.468350264719688e-05,,5.3949033593737656e-05,,,,,,,,,,,2.887683678860301e-05,,,1.751468686780543e-05,,,,1.751468686780543e-05,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,0.0461714591854633,0.0012304280033518,0.9273786242716752,0.0247138012004173,,,2.893687927876271e-05,0.0001469535986058,2.893687927876271e-05,,0.0001296860955933,,,,,,,,1.755110447897278e-05,,1.3668813911992042e-05,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,0.1227734790622378,0.8005836139496121,0.0657159077870997,0.0088936788730997,0.0012036285493064,0.0001437529988809,,5.28837728950568e-05,,,,,,,0.0001437529988809,,,,,4.118592374244057e-05,,,,,,,,6.79041085275952e-05,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,0.0016633407287382,0.9763640742229353,0.0039901469796194,0.0178903009070168,,,9.29134965832022e-06,,,,,,,,,,,,,9.29134965832022e-06,,1.847805520849205e-05,,3.873210784106585e-06,,,,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,0.0029667047910055,0.725928727768656,0.2670542547018293,0.003820023968697,,,3.7345319708119546e-05,,,5.054139420260213e-06,,,,,2.41119506385259e-05,,,,,,,,,,,,,,,,,,,,,,4.852497436751327e-05,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,0.143399609320251,0.1624930454716297,0.5671564907035896,0.1265497110569626,1.3782379928677213e-05,1.2162907597301736e-05,0.0001679037602452,2.2723302949280637e-05,,,1.0733728281041426e-05,,,,1.5617482495759858e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,0.9888111425044536,0.0019088545546624,0.0024510177649467,0.0066625570516851,7.328413904511605e-06,,2.402894411210013e-05,,1.0016754173312065e-05,8.304180879330745e-06,,,2.402894411210013e-05,8.839754531899217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,0.011815578901541,0.2373221897137148,0.7310038073783061,0.0194805916160709,,1.2209009778217255e-05,3.318752942360677e-05,2.012925411553265e-05,,,8.391121525222866e-06,,,,9.021305816364016e-05,,,3.760639762746979e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,0.0080139923661745,0.0461173529111101,0.0192245728767519,0.9262917187802538,4.163869521933694e-06,,7.856645408108082e-05,,8.280843336721241e-06,,3.275137072721814e-05,,,,5.691334844676169e-06,,,,,0.0001467814602267,,,,,,,,,,,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,0.9978117312044816,0.0011683041407482,0.0001581127717946,0.0001791652427692,0.0005518677995183,1.8883877656316795e-05,,,2.747587986464142e-05,,,,,,,,,,,,,,5.410321531855726e-06,,,,,,,,,,,,,,,,,,,,,,
