question,subject,choices,answer,d,c,a,b,cd,dc,bcd,bd,e,bc,ac,3,ad,ab,ba,2,ter,band,1,а,sol,abc,bac,4,dd,da,f,db,aa,ca,abd,abcd,dis,l,h,r,choice,option,cb,n,m,cc,g,0,с,80,an,none,s,bg,solution,cs,t,p,fi,fr,vi,vr,internal,job,acd,ain,re,sym,mes,ace,script,pb,ccc,9,12,ur,cr,bs
You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,professional_psychology,"['at the outset for contact that is rather casual and superficial, thus providing a “warm-up” phase'
 'which make explicit the status hierarchy chat is implicit in the interactions between the wo groups'
 'which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other'
 'for each group of residents co disconfirm negative traits of the other group']",3,0.04134460130533039,0.01045355228274813,0.9409986797227108,0.006340399962395728,,,,,0.00024584386865065475,,2.5911753119067838e-05,,0.00031566977588428334,4.272125852853753e-05,,,,,,,,,,,,,2.9361862963121232e-05,,,,,2.148159783880905e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.5442466248579025,0.4238596976233036,0.023912530681740804,0.007763262086609393,7.610834344979285e-05,8.021760382296214e-06,7.0791786906522276e-06,5.868845267352897e-06,1.167159248636541e-05,,6.247353267343463e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a “last resort.”']",2,0.9552391810877287,0.04197018981161056,0.0005986727474125992,0.0020895732077558975,1.8078350498111094e-05,1.595408831842172e-05,1.2425056475577187e-05,6.247710753992535e-06,7.536177701098559e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9054883532245371,0.018792811783591448,0.02413044798116031,0.05108415877698765,3.40806320183699e-05,,2.654202290347487e-05,0.00011174609031980392,2.4933923029018754e-05,1.1777951267527388e-05,,,4.958702699149039e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.3229542865499848,0.46991451275243157,0.13465008526817712,0.07207966819454348,6.571099761604245e-05,,1.2155312328321066e-05,,3.517256245337084e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologist’s best recommendation would be to administer medication,professional_psychology,"[""in the patient’s food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,0.01059533124390984,0.015416115994924805,0.019794684764089878,0.9537613877102358,,,9.66169608745229e-06,1.4964327636440965e-05,1.9214577028832996e-05,0.00010387302203606189,,,,4.067725988924497e-05,1.9214577028832996e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.1729766169129867,0.6841358319397756,0.09258771106922739,0.04955863049021818,0.0001577342950323669,,5.12088280692878e-05,2.7410110465150353e-05,6.575343679975818e-05,5.12088280692878e-05,3.105972427197595e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,0.1563584094963247,0.5457444734254316,0.25779143558943146,0.03953359705772377,7.631781415562509e-05,,,,7.631781415562509e-05,2.6374730829072155e-05,6.735023460436593e-05,,3.8375006919165976e-05,,,,,,,,,1.9296165283810008e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,0.014740304097638877,0.9119504377126548,0.05831019085139183,0.014740304097638877,2.5111873856887388e-05,,,,1.725912167219e-05,9.238142121239484e-06,3.653756086674641e-05,,8.152631807630129e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.997050021784824,0.0028005065712269385,9.655967545010195e-05,3.525315825945601e-05,2.5537302190050088e-06,,,,3.4905353548581143e-06,,,,,,,,,,,,,,,2.253659008308601e-06,6.456841163675931e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a study’s internal validity when:,professional_psychology,"['there is a statistically different number of participants in the study’s treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,0.014705651109251965,0.9098062143721029,0.039982228121151604,0.03528194791335379,,,,,3.0219491439426283e-05,4.130514746238458e-05,2.0769532476833246e-05,,,,,,,,,,,2.2109052235903518e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bem’s (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.8208787939885793,0.0280889272736813,0.14265468147149593,0.008047614321267257,,,,,6.962547301985224e-05,,5.368939978168436e-06,,7.889599704649162e-05,8.851885543118583e-06,,,,,,,,,,,,,,,,,,1.0030500409909425e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9486080137797035,0.02230912152018101,0.022322256138802555,0.006391670329268756,2.165532510387633e-05,,,1.686518414856474e-05,0.00011706758146888279,,,,5.529880989618406e-05,,,,,,,,,,,,,,1.2338832308153124e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,0.9152592275596814,0.018995599250795067,0.05851056486759369,0.006988092103189949,6.3723151625328436e-06,,,7.2207790688783734e-06,0.00011295198889151542,,,,2.8558735216672973e-05,,,,,,,,,,,,3.204201288504543e-06,,1.1905052041886041e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,0.0881375504750516,0.5071965838203221,0.23959666825093553,0.16468564905678484,2.0320977122550968e-05,,,,2.7775482532827383e-05,2.609265111728557e-05,1.3120208934749938e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individual’s score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,0.09672991206884125,0.14074120837459603,0.2047772498680285,0.5566422771980792,,,,6.453308010275291e-05,3.244927049939238e-05,0.0001283393544279002,7.312555989007205e-05,,6.869510618628285e-05,9.389507750837416e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin’s force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,0.00015778890953914353,0.0035912590280328853,0.9957607943847931,0.0003340391241156627,,,,,,,9.570381139811377e-05,,5.399239574879183e-06,3.7108394734383887e-06,,,,,2.890004687766097e-06,,,4.476126823606808e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,0.07347048240038222,0.12113234710210959,0.6970685495589161,0.1068989211204138,9.747922154779485e-05,,,,0.00020636351363607228,7.591689407461359e-05,0.0002338404962461502,,0.0002338404962461502,0.00011045842910304217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if he’d like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marla’s invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,0.06895713819049243,0.0369100962944244,0.8400699070350517,0.05370387322111858,1.2381951994886162e-05,,,1.8015633848774075e-05,7.12532140839464e-05,,1.5898741069641317e-05,,8.074046931526326e-05,1.8015633848774075e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,0.0002954603193591101,0.001324160652581165,0.00023010472808340232,0.9980320364570363,,,6.527568690481101e-06,,3.7192965270874535e-06,4.531030747930831e-05,,,,4.486327977539286e-06,,6.527568690481101e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
