question,subject,choices,answer,b,c,d,a,bc,e,3,f,ad,2,1,4,g,ab,ba,bd,option,с,none,ac,n,band,i,cd,dc,choice,а,an,aa,s,bcd,cb,long,db,sol,wrong,m,bs,air,v,sc,abcd,abc,mr,private,da,dim,abd,ii,factors,acd,scar,all,price,iv,reg,not,p,ind
The total utility from sardines is maximized when they are purchased until,high_school_microeconomics,"['marginal utility is zero' 'marginal benefit equals marginal cost'
 'consumer surplus is zero' 'distributive efficiency is achieved']",0,0.9993177361602551,0.00026107474517869406,0.00023039765396326003,0.00012604753684051844,,3.7240312329612672e-06,,,,1.3836454592621661e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4044152779328883e-06,,,,,,,,,,,,,,,,,,,,,,
"Assume a firm hires labor for $15 each and sells its products for $3 each. If the MP of the 3rd worker is 10, which of the following statements would be the most true?",high_school_microeconomics,"['The firm should hire more labor so that the MRPL will increase.'
 'The firm should hire more labor so that the MRPL will decrease.'
 'The firm should hire less labor so that the MRPL will increase.'
 'The firm should hire less labor so that the MRPL will decrease.']",1,0.00048695010212109873,0.001323667613962059,0.9976613881243626,0.0004318503580454965,,3.997129846251776e-05,,5.4095269987600235e-06,,,,1.0758129035151099e-05,2.255026350208523e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The demand curve for labor is derived from,high_school_microeconomics,"['the market labor demand curve'
 'the demand curve for the output produced by labor'
 'the labor supply curve for the firm'
 'the equilibrium wage in the labor market']",1,0.9994167782537824,4.004165284989442e-05,0.00029587001920177623,0.00023042380264169494,,1.0024231646918625e-06,,,,2.4046881638796204e-06,,,,6.472130391404852e-07,,,,,,,,8.310379922681011e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,4.538503812436183e-05,0.00023048424161390286,0.9996762252929284,2.2897273664760196e-05,,5.09206015370065e-06,8.312559692372449e-07,,,,,8.395387887090826e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,0.0002959047273649157,0.999545244284769,2.0136569407220317e-05,9.606619984201967e-05,,1.1360275088052366e-06,8.935548508714982e-06,,,,,,,,,,2.1223788008571816e-06,1.6529102720817225e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,0.000203411134507496,2.4293995572731208e-05,0.9997221698421904,3.5994968037803205e-05,,3.2878347717845928e-06,,,,,,4.493937310385671e-06,,,,,4.1800128347026613e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,4.539278636127716e-05,5.828549142215654e-05,2.901863746289455e-06,0.9998710842973281,,,,,,,1.5532557342063624e-06,,,,,,,,,1.653432122345064e-06,,,,,,3.0890178784597456e-06,1.4591487266033929e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,0.025811086615587262,0.0005356372113182985,0.96847094279678,0.005081984365111766,,2.0768898650674737e-05,,,3.6090934196503776e-06,,,,,,,1.6174834532676126e-05,,,,,,,,,,,,,,,,,,6.3341562135621645e-06,,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,0.6017860656082006,0.2508617547238179,0.09228688213908555,0.03251531702373872,,0.0012366446332166031,,,,,,,,,,,,,0.011043376675058515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002221149900823837,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,0.00026111981449892786,0.9995129927937673,4.5375819878527406e-05,0.00011193879654491935,,3.0878632948188244e-06,2.929683124002867e-05,,,,,,,,,,1.65281411825608e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,0.00015840980140493236,0.9996897300104498,9.608040135108087e-05,2.723020252702031e-05,,1.2874781145742909e-06,4.221478216672785e-06,,,,,,,,,,,1.5529950472670008e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,8.479680237716306e-05,0.00010888124950612487,1.777437537225466e-05,0.9997627498660971,,1.3706126563170464e-06,,,,,2.1228464097952533e-06,,,,,,,,,1.0027616405936233e-06,,,,,,,2.1228464097952533e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,0.9977151001897433,0.00037924887526358627,0.0011681687755201113,0.0005639947868181627,,1.0106635372382213e-05,,,,3.7550705852419155e-05,5.081935412271876e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,0.0002952766605215663,0.0019299283148578128,0.9974126381292294,0.0002663377166892881,,3.996135048484731e-05,,2.894790519882906e-06,,,,9.491652699321616e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,5.8261650173145035e-05,0.00037991368243102836,2.7520854849291463e-05,0.9994706968657612,,,,,,,2.724933639714485e-06,,,,,,7.407137596592651e-06,,,2.2815590027278898e-05,,,,,,,1.7593493890954498e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,0.9999230037283988,2.7534217271833745e-05,2.144366997256232e-05,1.5084609113625911e-05,,,,,,3.288493297675883e-06,6.475427241431224e-07,,,,,,,,,,,2.8734534200108535e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
